SHELF,URL,TITLE,AUTHOR,ILLUSTRATOR,YEAR,PUBLISHER,RATING,TOTAL_RATING,TOTAL_REVIEW,GENRES,DESCRIPTION,IMAGE_FILE,image_ok,brightness_mean,saturation_mean,warna_1,warna_pct_1,warna_h_1,warna_s_1,warna_v_1,warna_hex_1,warna_2,warna_pct_2,warna_h_2,warna_s_2,warna_v_2,warna_hex_2,warna_3,warna_pct_3,warna_h_3,warna_s_3,warna_v_3,warna_hex_3,warna_4,warna_pct_4,warna_h_4,warna_s_4,warna_v_4,warna_hex_4,warna_5,warna_pct_5,warna_h_5,warna_s_5,warna_v_5,warna_hex_5,warna_kategori,hue_dominant,teks_coverage,n_region_teks,ocr_teks,judul_match_score,error_modul_b,yolo_n_objek,yolo_objek,yolo_objek_unik,yolo_ada_manusia,detr_ada_manusia,detr_objek_n,detr_objek_list,gaya_ilustrasi,gaya_skor,gaya_prob_photograph,gaya_prob_hand_drawn,gaya_prob_abstract,gaya_prob_flat_graphic,gaya_prob_text_dominant,ocr_text,ocr_confidence,ocr_zone,clip_font_1,clip_score_1,clip_cat_1,clip_font_2,clip_score_2,clip_cat_2,clip_font_3,clip_score_3,clip_cat_3,clip_font_4,clip_score_4,clip_cat_4,clip_font_5,clip_score_5,clip_cat_5,clip_margin,tipe_font,font_source,match_type,typeface_kategori,typeface_low_conf,typeface_paper,typeface_paper_source,typeface_paper_low_conf
fiksi,https://www.goodreads.com/book/show/41026022-mimpi,Mimpi,April Cahaya,,2018,Bentang Pustaka,3.37,19,7,"Sastra Indonesia, Roman, Fiksi","Hari-hari Icha jadi menyebalkan sejak ia kehilangan kalung kesayangannya. Apesnya lagi, kalung itu ditemukan oleh Ardo, kakak kelas tengil—meski ganteng juga, sih— yang akan menjadi sumber penderitaan Icha nanti.
Demi mendapatkan kembali kalungnya, Icha harus memenuhi 5 permintaan Ardo sebagai balas jasa. Ada 2 permintaan aneh, 1 ajaib, 1 nggak masuk akal, dan 1 misterius.
Akan tetapi, di balik tugas-tugas mengesalkan itu, ada misteri dari masa lalu yang akan terkuak. Tentang impian dan tragedi yang telah lama tidur di hati keduanya.",2018_Mimpi.jpg,True,0.9624,0.1405,putih,63.71,2.09,0.29,254.72,#fefefe,oranye,14.86,19.56,48.7,245.54,#f5e4c7,biru,10.43,100.62,43.37,235.06,#c3deeb,merah,8.31,5.96,222.65,217.02,#d93c1c,biru,2.69,121.51,200.72,151.7,#252197,putih,2.09,0.3469,2566.0,"PEN  8  VL  April Cahaya  Choce  GFE  Ga  —  \ ee  |  2  aT  U  «4  \\  oF  )  |  mimpi  Lo, impian  yang bakal gue wu judin jadj nya:",100.0,,2,"kite, person",2,True,False,0,,flat_graphic,0.3518,0.0459,0.293,0.0451,0.3518,0.2149,WRITING MARATHON BELIA April Cahaya Readens Lo; impjan yang bakal gue wujudjn,0.838,full,Cinzel,0.2642,modern_serif,IM Fell English,0.264,modern_serif,Be Vietnam Pro,0.2623,sans_serif,Yeseva One,0.2608,modern_serif,Enriqueta,0.2603,slab_serif,0.0002,Marathon,DaFont,ocr_partial,unknown,False,Serif,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/43832653-mimpi-anak-papua,Mimpi Anak Papua,Jackie Ambadar,,2018,Elex Media Komputindo,3.0,5,1,"Sastra Indonesia, Fiksi","Buku novel yang diawali dengan sebuah gagasan, untuk menghadirkan sebuah film drama musical anak-anak, dengan judul yang sama. Sebuah film yang akan dibuat dengan sebuah tujuan sederhana, yaitu untuk menghadirkan edukasi, juga filosofi kehidupan untuk anak-anak Indonesia pada umumnya, anak-anak Papua khususnya. In sya Allah! Munculnya seorang anak yang memiliki MIMPI atau CITA-CITA besar akan menjadi inspirasi bagi anak-anak Papua pada khususnya dan anak-anak Indonesia pada umumnya agar dapat memiliki mimpi (cita-cita), membangun karakter anak indonesia, menjalin koneksi antar manusia, lingkungan alam dan budaya, memahami kebangsaan dan budaya Indonesia, serta turut meningkatkan kesadaran dan kebanggaan anak-anak Indonesia akan keindahan alam dan budaya di Indonesia.",2018_Mimpi_Anak_Papua.jpg,True,0.6621,0.5148,biru,44.3,108.82,177.62,166.47,#3361a6,biru,20.01,118.83,47.48,216.26,#b0b3d8,biru,14.36,107.64,115.93,202.11,#6f96ca,ungu,11.59,142.05,154.26,82.39,#452052,ungu,9.74,137.19,88.15,135.55,#735887,biru,108.82,0.6007,248.0,Od  Hands. ae  Marpe  Zee  Rs  sa  “  Ga.  3  /,43.75,,3,person,1,True,True,1,person,photograph,0.7915,0.7915,0.0891,0.0094,0.0171,0.0163,Papua MMimpi,0.741,full,Kalam,0.2543,script,Merienda,0.2519,script,Jua,0.2439,script,Pirata One,0.2412,display,Permanent Marker,0.2405,script,0.0024,Kalam,Google Fonts,clip,script,True,Script,from_existing,True
fiksi,https://www.goodreads.com/book/show/6471541-mimpi-bayang-jingga,Mimpi Bayang Jingga,Sanie B. Kuncoro,,2009,Bentang Pustaka,3.35,85,19,"Fiksi, Novel, Sastra Indonesia","Apa impian terbesar dalam hidupmu? Impian Jingga adalah memiliki sebuah rumah di tepi pantai karang. Pantai itu berombak jernih hingga pasir putihnya terlihat jelas di dasar air. Akan ada banyak jajaran pohon kelapa dan palem, dengan dedaunan hijau yang teduh di tepian pantainya. Di depan rumah itu Jingga akan membuat perpustakaan dengan kafe di terasnya. Akan diterimanya para petualang yang datang dan pergi, meninggalkan dan membawa cerita dari segala penjuru bumi.
Lalu, apa jadinya dengan impian itu kala seorang lelaki menawarinya untuk menjadi Cinderella lengkap dengan kemewahannya? Kehidupan yang selama ini hanya mungkin dicapai dalam angannya tiba-tiba terpapar jelas di hadapannya. Akankah Jingga menyerahkan impiannya demi lelaki yang dicintainya itu?
Kisah yang pernah menjadi juara k",2009_Mimpi_Bayang_Jingga.jpg,True,0.6687,0.6503,oranye,42.88,11.68,199.02,158.17,#9e5023,oranye,18.96,13.61,225.24,222.72,#de6f1a,oranye,18.86,18.41,134.11,191.12,#bf975b,oranye,11.93,15.04,78.39,54.34,#362e25,oranye,7.36,17.89,42.26,243.79,#f3e2cb,oranye,11.68,0.7327,139.0,mete  aa ai  LL  wi  Vie  ngga,5.185.185.185.185.180,,0,,0,False,False,0,,photograph,0.7484,0.7484,0.0552,0.025,0.0474,0.047,Mimpi Bayang,0.916,full,Rozha One,0.2771,modern_serif,Vidaloka,0.2742,modern_serif,Be Vietnam Pro,0.2717,sans_serif,Yeseva One,0.2706,modern_serif,Pirata One,0.2702,display,0.0029,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
puisi-asli,https://www.goodreads.com/book/show/2322360.Mimpi_dan_Pretensi,Mimpi dan Pretensi,Toeti Heraty,,2000,Balai Pustaka,3.8,20,6,"Sastra Indonesia, Puisi",,2000_Mimpi_dan_Pretensi.jpg,True,0.5646,0.5044,kuning,48.6,32.28,153.02,166.71,#9fa642,kuning,21.6,32.59,84.45,155.05,#989b68,ungu,11.09,139.77,146.84,51.72,#281633,biru,10.18,120.46,56.94,198.27,#9b9bc6,oranye,8.54,23.56,163.19,41.63,#29230f,kuning,32.28,0.4985,831.0,ical  —  TOETI HERATY  MIMPI  dan PRETENSI  2  bara Pa  rey  oF) G  3  rT  a7  |  ON  D namu,9.444.444.444.444.440,,0,,0,False,False,0,,abstract,0.6397,0.0346,0.1038,0.6397,0.0093,0.2033,MLMPI TOEn HERATY,0.647,full,Piazzolla,0.2445,modern_serif,Oranienbaum,0.2343,modern_serif,Permanent Marker,0.2287,script,IM Fell English,0.2258,modern_serif,Fraunces,0.2251,modern_serif,0.0102,Piazzolla,Google Fonts,clip,humanist_serif,False,Serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/34919289-mimpi-kecil-tita,Mimpi Kecil Tita,Desi Puspitasari,,2017,Republika,4.14,50,21,"Sastra Indonesia, Fiksi","”Tita enggak tega bayangin Simbah harus jalan kaki saat pergi ke surga.” Suara Tita bergetar.
”Terus?”
”Terus... terus....” Tita kembali berpikir sementara waktu. ”Terus... yang Tita ingin lakukan sekarang cuma membuat Simbah bahagia saja. Titik.”
***
Di usianya yang masih sangat belia, Tita harus kehilangan bapaknya. Absennya sang pencari nafkah utama membuat sulit kehidupan Tita dan ibunya di Jakarta. Keluarga besar menyarankan agar keduanya pindah ke Kulon Progo, demi memupus kesepian dan memangkas biaya hidup. Mereka manut. Tapi ternyata kesulitan hidup tak berhenti sampai di situ.
Rasa kehilangan yang teramat dalam telah tertanam dalam hati ibu Tita. Hingga akhirnya sang ibu meninggalkan Tita sendirian, hidup berdua hanya dengan Simbah Ti.
Laiknya bocah perempuan yang beranjak dewasa,",2017_Mimpi_Kecil_Tita.jpg,True,0.7126,0.3264,hijau,37.29,67.53,133.75,136.18,#418852,kuning,24.49,33.83,56.74,242.47,#edf2bd,putih,21.69,1.79,0.57,254.74,#fefefe,merah,11.68,162.13,71.14,71.08,#47333f,merah,4.86,5.36,226.86,165.14,#a52b13,hijau,67.53,0.7847,4631.0,NAN  ie Fi  Va  KA  fin DANA  ney  NA  2)  TN  i  rei  ee  as N  Bai Dan  NY,37.5,,0,,0,False,False,1,bird,flat_graphic,0.8344,0.0034,0.0648,0.0185,0.8344,0.0641,MIMPI KECII,0.351,full,Merienda,0.27,script,Be Vietnam Pro,0.2626,sans_serif,Yeseva One,0.2575,modern_serif,Artifika,0.2558,slab_serif,Zeyada,0.2548,script,0.0074,Merienda,Google Fonts,clip,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/2892678-mimpi-mimpi-si-patah-hati,Mimpi Mimpi Si Patah Hati,Sendutu Meitulan,,2005,Add Book Indonesia,3.43,188,19,"Sastra Indonesia, Fiksi","10 DONGENG CINTA - NOVEL!
1. Ketika kecantikan menjadi sebuah kutukan.
2. Tiga pria pengecut mengadu untung!
3. Aduh! Bagaimanalah kalau esok semua pernak-pernik cinta dihapuskan dari muka bumi?
4. Adakah cinta untuk gadis buta?
5. Sejauh mana kau hendak mencari the-one?
6. Siapa yang salah kalau kita 'gak jadian?
7. Hmm! Kayaknya asyik kalau ada ""cintano-meter""!
8. Tiga pembunuhan dibayar satu pertemuan.
9. Itu cinta kalau aku pilihan kedua-ketigamu?
10. Mimpi-mimpi Laila-Majnun.",2005_Mimpi_Mimpi_Si_Patah_Hati.jpg,True,0.2219,0.3733,hijau,50.95,43.76,87.17,46.83,#272e1e,hijau,25.77,43.68,120.19,42.71,#212a16,hijau,10.3,44.47,44.99,83.62,#4c5345,hitam,8.13,47.61,171.84,36.07,#16240c,abu,4.84,26.49,24.75,209.87,#d1cebd,hijau,43.76,0.2648,544.0,mimpi  mimp1  “patah  hati  (—  Sendutu Meitulan  4.,84.0,,1,car,1,False,False,0,,photograph,0.2596,0.2596,0.2039,0.2336,0.0362,0.2073,Sendutu Meitulan,0.849,full,Merienda,0.2713,script,Rozha One,0.2684,modern_serif,Oranienbaum,0.2651,modern_serif,GFS Didot,0.2647,modern_serif,Vidaloka,0.2634,modern_serif,0.0029,Merienda,Google Fonts,clip,unknown,True,Serif,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/2309786.Mimpi_Sauni,Mimpi Sauni,Gola Gong,,2007,,3.29,21,2,"Sastra Indonesia, Fiksi","Novel berseri, yang menceritakan tentang sebuah keluarga pencinta buku; Pak Surya Gemilang dan Bu Chandra Kirana, serta kedua anak mereka; Lintang Dinihari (5 tahun) dan Bayu Segara (4 tahun), yang menyebarkan tentang pentingnya memiliki rasa kasih sayang tehadap sesama lewat buku. Di halaman belakang rumah mereka ada kebun seluas 1000m2, dimana di tengah-tengahnya dibangun perpustakaan terbuka yang diberi nama “RUMAH DUNIA (RD)”. Mereka sangat prhatin dengan kondisi di sekitarnya, yang tetinggal dalam soal pendidikan. Lalu mereka mempersilahkan anak-anak serta remaja di lingkungan rumahnya untuk datang membaca. Bahkan mereka menyediakan kegiatan reguler yang bersifat rekreatif-edukatif. Di sela-sela pekerjaan keseharian dan interaksi dengan masyarakat itulah, mereka menemukan banyak hal; ",2007_Mimpi_Sauni.jpg,True,0.8341,0.3794,oranye,44.46,14.87,132.13,220.95,#dc9f6a,oranye,29.46,12.47,53.28,229.98,#e5c8b5,merah,11.07,171.06,35.25,220.56,#dcbec7,merah,7.66,174.21,171.28,197.52,#c5415b,biru,7.36,103.83,72.77,97.22,#465561,oranye,14.87,0.5437,180.0,aa  ANA  ia  eS —  Gola Gong & Tias Tatenka  llc  Le  ~~...  Ia  ge  aa  an  ea AN,4.285.714.285.714.280,,1,person,1,True,True,2,baseball glove|person,photograph,0.8508,0.8508,0.0472,0.0008,0.0132,0.0075,Sauni,0.637,full,Merienda,0.2654,script,Mountains of Christmas,0.2642,script,Gloria Hallelujah,0.264,script,Zeyada,0.2624,script,Over the Rainbow,0.2623,script,0.0012,Merienda,Google Fonts,clip,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/28793728-mimpi-asa-cinta,Mimpi. Asa. Cinta,Maizan Khairun Nissa,,2015,Gramedia Pustaka Utama,3.84,25,5,"Sastra Indonesia, Fiksi","“Janji kita bukan di bawah sumpah Hippocrates, janji kita lebih dari itu. Sebuah janji makhluk pada PenciptaNya”
Dokter. Sebuah profesi yang sangat dekat dengan kehidupan kita sehari-hari. Namun, tak banyak orang tahu bagaimana jejak langkah mereka menjalani hari-harinya.
Kehidupan rumah sakit adalah kehidupan anak manusia yang penuh dinamika. Setiap harinya, kelahiran dan kematian hadir begitu nyata di depan mata. Hari-hari seorang dokter sering kali tidak mudah, tekanan begitu kuat dan harapan akan kehidupan secara langsung dan tak langsung diletakkan orang di pundaknya. Nilai-nilai kemanusiaan yang harus ia jaga kadang kala menemui cobaan ketika berbenturan dengan hati kecilnya sebagai manusia biasa.
Mimpi. Asa. Cinta berkisah tentang kehidupan seorang anak manusia, remaja polos yang me",2015_Mimpi._Asa._Cinta.jpg,True,0.9028,0.1738,putih,46.28,8.52,14.19,247.96,#f7ede9,putih,29.74,121.24,21.71,233.69,#d6d6e9,oranye,10.98,15.17,143.53,231.97,#e7a665,ungu,8.44,139.02,125.82,198.68,#a265c6,biru,4.55,121.78,109.06,81.17,#302e51,putih,8.52,0.5228,705.0,"Meat  a  wie  7lsa.  Cinta  yang terinspirasi kisah kehidupan  Ji  1  fh  kd,",6.470.588.235.294.110,,2,"person, umbrella",2,True,True,2,person|umbrella,hand_drawn,0.5496,0.261,0.5496,0.0084,0.1523,0.0187,Cinta Mimpi.,0.9,full,Merienda,0.2732,script,Rozha One,0.2656,modern_serif,Jua,0.2644,script,Over the Rainbow,0.2624,script,Pirata One,0.2603,display,0.0076,Merienda,Google Fonts,clip,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/40230624-mine,Mine,Aqila Dyna,,2017,Venom,2.91,11,3,"Sastra Indonesia, Fiksi","Apa kalian pikir dia pria gila atau psikopat yang menginginkan seorang gadis kecil yang belum cukup dewasa untuk dijadikan pemuas nafsunya...? +
Jawabnya TIDAK....
Arvel Meyer, 32 tahun, seorang pria tampan pengusaha sukses di bidang perhotelan hanya memuja gadis bernama Rosalina. Pria itu tidak pernah jatuh cinta pada wanita manapun, tapi semenjak bertamu ke rumah sahabatnya, Arvel seakan terhipnotis dengan kecantikan Rosalina yang masih berumur 15 tahun, putri kandung sahabatnya, Jose.
Semua orang pasti menyebutnya pedofil, dia begitu terobsesi dengan Rosalina hingga menculik gadis itu dan membawanya jauh dari pusat kota.
Mengurung gadis kecil itu bersamanya, mengenalkannya bagaimana memuaskan hasrat liarnya.
Dia begitu menikmati setiap cacian dan tangisan dari Rosalina.
Hingga bertahun-",2017_Mine.jpg,True,0.1392,0.1442,hitam,60.0,0.02,0.02,0.76,#000000,hijau,15.66,45.76,45.36,55.49,#32372d,hitam,11.15,60.95,214.6,8.75,#010801,abu,10.99,37.65,8.38,196.57,#c3c4be,hijau,2.2,47.39,217.26,173.36,#5aad1a,hitam,0.02,0.5176,847.0,Sour destiny is to be mine.  PU WUNe.  .  a  a,100.0,,1,person,1,True,True,2,person|tie,photograph,0.5804,0.5804,0.0161,0.0155,0.065,0.0287,Uine,0.594,full,Rozha One,0.2243,modern_serif,Yeseva One,0.2197,modern_serif,Passion One,0.2184,display,IM Fell English,0.2177,modern_serif,Kurale,0.2169,slab_serif,0.0046,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/25579184-minoel,Minoel,Ken Terate,,2015,Gramedia Pustaka Utama,4.21,519,189,"Remaja, Fiksi, Roman, Kontemporer, Novel, Kesehatan Mental, Sastra Indonesia","Kata orang, cinta butuh pengorbanan. Kata orang, cinta berarti memberi. Itulah yang dipercaya Minoel saat Akang menawarkan cinta dan mimpi indah. Minoel melayang ke awang-awang. Akhirnya ada juga cowok yang mencintai dirinya yang cacat.
Minoel menerima cinta Akang. Meskipun itu berarti dia tidak bisa ikut kegiatan hadrah dan pramuka lagi. Meski itu berarti dia tidak bisa sering-sering main dan gosip bareng Lilis dan Yola lagi.
Namun, Akang berubah. Lelaki itu mulai bertingkah kasar dan tak masuk akal. Inilah ujian cinta Minoel. Akang mau menerimanya yang serba kekurangan, miskin, bodoh, dan cacat. Sudah seharusnya dia menerima kelakuan Akang yang buruk, kan? Toh buruknya hanya kadang-kadang.
Yola dan Lilis terus membela dan mengingatkan Minoel bahwa Akang tidak baik untuknya, dan Minoel te",2015_Minoel.jpg,True,0.7393,0.4364,biru,30.47,110.06,52.51,218.8,#aebcda,biru,21.85,117.6,163.34,171.41,#3e49ab,biru,20.2,94.79,94.37,105.9,#426469,merah,14.34,10.98,218.13,220.2,#dc5f20,oranye,13.14,19.04,70.79,239.33,#efd7ad,biru,110.06,0.9901,614.0,SY  Ia KENSTERATE'  ae  4  M  - 1  INOEL,909.090.909.090.909,,2,person,1,True,False,0,,flat_graphic,0.8585,0.0247,0.057,0.0133,0.8585,0.0085,KEN IERATE MN@EL,0.451,full,Rajdhani,0.2209,display,Press Start 2P,0.2136,display,Almendra Display,0.211,display,Pirata One,0.2067,display,Abril Fatface,0.2066,display,0.0073,Rajdhani,Google Fonts,clip,sans_serif,True,Sans-serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/5774771-minum-teh-bersama-kartini,Minum Teh bersama Kartini,Suryatini N. Ganie,,2008,PT Gramedia Pustaka Utama,2.77,70,24,"Sastra Indonesia, Cerita Pendek, Fiksi, Novel","Dikisahkan, dalam sebuah perjalanan ke Rembang, seorang gadis bertemu dengan perempuan bersanggul kecil dan memiliki sorot mata yang tajam. Ia terlihat mandiri dan berwawasan luas, tampak berbeda dengan kebanyakan perempuan pada masanya. Mereka pun akrab dalam acara minum teh kecil yang berlanjut ke percakapan tentang banyak hal termasuk cinta dan pilihan hidup. Perempuan itu bahkan memperlihatkan cincinnya kepada sang gadis. Tak terduga cincin ungu itu kemudian membawa sang gadis ke cinta sejati yang menunggunya di Rembang.
Berlatar negeri-negeri yang indah, kisah-kisah dalam buku ini diceritakan oleh Suryatini N Ganie. Pengalaman penulis selama 20 tahun melanglang buana menjadi inspirasi bagi setiap cerita. Cinta dan misterinya hampir selalu hadir dalam kehidupan para tokoh. Kadang miste",2008_Minum_Teh_bersama_Kartini.jpg,True,0.3819,0.5774,biru,50.56,91.2,191.11,77.73,#134b4d,hijau,18.32,84.99,131.09,74.18,#244a42,hijau,18.2,47.17,64.31,103.15,#58674d,oranye,8.01,11.28,159.0,216.0,#d78251,merah,4.9,85.87,43.71,171.58,#8eaba6,biru,91.2,0.8905,30.0,4  ae “2G:  Ki  a  KARTINI  US  es  wh,48.0,,0,,0,False,False,1,tv,collage,0.3572,0.0593,0.1742,0.1025,0.2,0.1068,KARTINI,0.598,full,Kepler Std,0.2857,humanist_serif,Mrs Eaves,0.2819,humanist_serif,Sabon Next,0.2801,humanist_serif,Palatino,0.2791,humanist_serif,Rajdhani,0.2791,display,0.0038,Kepler Std,Adobe Fonts,clip,humanist_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/21523682-miraculin,Miraculin: Keajaiban yang Memaniskan Hidup,Didi Almeyda,,2014,Gramedia Pustaka Utama,3.5,12,3,"Sastra Indonesia, Fiksi","Miraculin, gadis yang namanya diambil dari buah ajaib yang mengandung zat yang mampu mengubah rasa asam menjadi manis. Hidup Mira pun manis, penuh cinta, sampai datangnya Bara, api yang berkobar dalam pikiran dan hati Mira.
Cara berpikir Mira yang tidak seperti gadis kebanyakan, pasti membuat penasaran. Akankah mereka menemukan jalan ke hati masing-masing?",2014_Miraculin_Keajaiban_yang_Memaniskan_Hidup.jpg,True,0.9002,0.1965,putih,49.39,4.61,1.49,254.25,#fefdfd,putih,16.66,133.2,28.42,244.64,#e5d9f4,merah,12.57,8.9,91.98,216.43,#d89f8b,oranye,11.82,12.49,157.19,127.07,#7f5031,ungu,9.56,153.09,151.77,219.15,#db59ce,putih,4.61,0.6983,560.0,“8°  ov  yy  1  pe  Mi  AC  lin  2  i)  ry  Sebuah Novel  Dic Nimoyala,40.476.190.476.190.400,name 'analyze_typography' is not defined,2,person,1,True,True,2,frisbee|person,flat_graphic,0.5558,0.2291,0.0237,0.0078,0.5558,0.0626,Sobuah Novol Didi   AlMeyda,0.835,full,Over the Rainbow,0.2197,script,Swanky and Moo Moo,0.2196,script,Michroma,0.2167,display,Pirata One,0.2146,display,Permanent Marker,0.211,script,0.0001,Almeyda,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/6606638-mirah-dari-banda,Mirah dari Banda,Hanna Rambe,,2003,Indonesia Tera,4.1,155,42,"Fiksi, Sastra Indonesia, Fiksi Sejarah","Novel ini mengungkapkan sisi paling gelap tragedi kemanusiaan akibat perang dan perbudakan oleh penjajah Belanda dan Jepang terhadap bangsa Indonesia. Perang dan penjajahan telah menginjak-injak harkat kemanusiaan serta menorehkan luka dan trauma bagi perempuan korban perang, seperti Mirah. Kuli kontrak, jugun ianfu, romusha, nyai (perempuan piaraan), buruh anak adalah pengalaman yang menjadi sisi dan warna kelam kehidupan bagi Mirah dari Banda dan semua perempuan yang mengalaminya.",2003_Mirah_dari_Banda.jpg,True,0.8835,0.3619,putih,44.35,34.71,7.44,248.77,#f7f8f1,oranye,23.85,21.02,185.49,232.33,#e8b640,oranye,17.38,21.28,187.02,178.56,#b28b2f,oranye,9.65,22.84,116.62,222.73,#dec379,abu,4.77,30.26,20.42,147.3,#939387,putih,34.71,0.4974,465.0,MIRAH  Stevan NOVEL  HANNA RAMBE  BANDA  I)  |  Ik  Vv  ate  aq)  ay  La  2  N  AS  vy  ae  ee ™,6.206.896.551.724.130,,1,person,1,True,True,1,person,hand_drawn,0.8971,0.0819,0.8971,0.0028,0.0035,0.0009,BANDA MIRAH,0.862,full,Oranienbaum,0.2524,modern_serif,Piazzolla,0.2505,modern_serif,Rozha One,0.2476,modern_serif,Vidaloka,0.2435,modern_serif,Over the Rainbow,0.2432,script,0.0019,Oranienbaum,DaFont,clip,humanist_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/4596717-mirror-mirror-on-the-wall,"Mirror, Mirror on the Wall...",Poppy D. Chusfani,,2008,Gramedia Pustaka Utama,3.22,115,14,"Fantasi, Sastra Indonesia, Remaja, Fiksi","Karin merasa dirinya biasa-biasa saja. Bahkan terlalu biasa, apalagi jika dibandingkan dengan kakaknya yang cantik dan pandai. Cita-citanya untuk menjadi penyanyi soprano dan mimpinya untuk menarik perhatian Andre, cowok paling keren di sekolahnya, tampaknya takkan tercapai, karena ia terlalu malu untuk melakukan apa pun. Sampai suatu ketika datang bala bantuan yang sama sekali tak diduganya, bagaikan anugerah yang diturunkan nenek moyangnya.
Karin dihadapkan pada dua pilihan: mendengarkan nasihat orang-orang yang memang mencintainya tapi tidak bisa membantunya, atau membiarkan dirinya dibimbing menuju kesuksesan dan puncak dunia oleh kekuatan yang sama sekali tak bisa dikendalikannya. Kekuatan yang seharusnya tetap menjadi rahasia gelap keluarga Kesultanan sejak ratusan tahun lalu.","2008_Mirror,_Mirror_on_the_Wall....jpg",True,0.8177,0.2508,oranye,29.98,22.62,39.46,246.15,#f6ecd0,putih,19.12,168.24,25.53,249.65,#f9e1ea,biru,18.39,107.33,60.73,217.46,#a6bcd9,biru,17.01,108.53,92.38,151.5,#617697,oranye,15.5,13.29,131.29,136.86,#886042,oranye,22.62,0.357,474.0,"(VURROR, Mirror  On  dp  —*",7.111.111.111.111.110,,3,"person, teddy bear",2,True,False,1,cake,hand_drawn,0.603,0.0605,0.603,0.0024,0.2726,0.0067,Ohfhe MRRoR WaQl,0.576,full,Crafty Girls,0.2635,script,Merienda,0.2577,script,Ruthie,0.2506,script,Over the Rainbow,0.2499,script,Swanky and Moo Moo,0.2487,script,0.0058,Crafty Girls,CLIP_only,clip_unlisted,unknown,True,Script,weighted_vote,True
puisi-asli,https://www.goodreads.com/book/show/24974670-misa-arwah-puisi-puisi-lainnya,Misa Arwah & puisi-puisi lainnya,Dea Anugrah,,2015,Indie Book Corner,3.81,211,33,"Puisi, Sastra Indonesia","Dalam selubung tulah itu
kudengar desahmu
untuk terakhir kalinya:
Manusia mati
dan tak berbahagia…
Tapi kepada apa menuntut jawab?
Tinggal semesta lekas menguap
bak niat baik orang dewasa.
Sedang kehendak dalam diri
tak lagi bisa—
Ada, namun tidak lagi bisa
menggerakkan apa-apa.",2015_Misa_Arwah_&_puisi-puisi_lainnya.jpg,True,0.9634,0.1078,putih,75.63,0.93,1.59,254.01,#fefdfd,merah,13.68,2.03,190.16,239.51,#ef493d,putih,4.59,105.01,2.04,234.09,#e8e9ea,abu,3.08,113.94,5.76,144.88,#8d8e90,abu,3.02,0.33,0.01,185.04,#b9b9b9,putih,0.93,0.9895,538.0,"Ww  LS  P os  Mish  AN  NA  2g  4.  LV,  LE vos |  an  oe",41.379.310.344.827.500,,3,"bird, clock, stop sign",3,False,False,3,bird|cat|stop sign,hand_drawn,0.5219,0.0103,0.5219,0.2057,0.068,0.1602,MiSA ARwAH,0.435,full,Kiwi Maru,0.2689,script,Rozha One,0.2688,modern_serif,Crafty Girls,0.2678,script,Kalam,0.2662,script,Caveat Brush,0.2647,script,0.0001,Kiwi Maru,CLIP_only,clip_unlisted,unknown,True,Script,weighted_vote,True
